Timestamp,ID,Longitude,Latitude,id
2020-12-31 12:34:59,HRRCPloZwOvu,-117.3779,33.2361,110686317374
2021-01-01 22:16:54,jon04HN25o3W,-114.4187,32.7063,1104755613693
2021-01-02 21:08:15,ocqJlKjAOWHe,-114.4183,32.7098,1104755613693
2021-01-02 21:09:02,tjxqvHW7q9qv,-87.4782,36.6402,110242513741
2021-01-06 02:47:18,lNr7Sq1OuC8A,-157.8318,21.2807,110509768194
2021-01-07 03:32:50,980wtH06yGul,-104.7917,38.7131,110766329223
2021-01-07 04:31:33,mIn3PZBW1oY6,-110.8821,32.1942,1101300941518
2021-01-07 15:41:14,cJpkp53TrX1v,-121.9324,38.2672,110696995755
2021-01-07 22:50:06,2XsSzjZ6fZkf,-82.4776,27.8489,110510128963
2021-01-08 02:25:03,xugN9GpPzs5I,-157.974,21.3201,1108311037833
2021-01-08 14:46:28,slBlThOebMr7,-86.1796,35.3721,110472482934
2021-01-08 20:24:03,gnDCmjGzGtx3,-147.0756,64.6824,110554241652
2021-01-09 04:57:59,4wGm0g8W2p2h,-76.5719,37.1637,110760953349
2021-01-10 04:12:44,T47ujAuqpgI9,-157.9111,21.3424,110509767709
